,length,space,has .,has %,has percent,label
7 percent,9,1,0,0,1,1
2013 percent,12,1,0,0,1,0
18%,3,0,0,1,0,1
1.86%,5,0,1,1,0,1
60%,3,0,0,1,0,1
roughly 40%,11,1,0,1,0,0
7.5 percent,11,1,1,0,1,1
2014 5 percent,14,2,0,0,1,0
7.8%,4,0,1,1,0,0
12%,3,0,0,1,0,1
8 percent,9,1,0,0,1,1
1.2 percent,11,1,1,0,1,1
24%,3,0,0,1,0,1
5.6 percent,11,1,1,0,1,1
5.25 percent,12,1,1,0,1,1
7.5 15.1 percent,16,2,1,0,1,0
7.7 percent,11,1,1,0,1,1
8.5%,4,0,1,1,0,0
20 percent,10,1,0,0,1,1
11.5 percent,12,1,1,0,1,1
2.5 percent,11,1,1,0,1,1
Sixty-four percent,18,1,0,0,1,1
1.8 percent,11,1,1,0,1,1
almost 2%,9,1,0,1,0,0
77%,3,0,0,1,0,1
3%,2,0,0,1,0,1
2%,2,0,0,1,0,1
0.9 percent,11,1,1,0,1,1
8.95%,5,0,1,1,0,0
10 percent,10,1,0,0,1,1
40 percent,10,1,0,0,1,1
42 percent,10,1,0,0,1,1
around 30%,10,1,0,1,0,0
6.8 percent,11,1,1,0,1,1
five percent,12,1,0,0,1,1
6.9 percent,11,1,1,0,1,1
0.3%,4,0,1,1,0,0
95%,3,0,0,1,0,1
2.4 percent,11,1,1,0,1,1
61 percent,10,1,0,0,1,1
2.1%,4,0,1,1,0,0
8%,2,0,0,1,0,1
roughly 20%,11,1,0,1,0,0
3.05%,5,0,1,1,0,1
30%,3,0,0,1,0,1
23 percent,10,1,0,0,1,1
17%,3,0,0,1,0,1
98%,3,0,0,1,0,1
4.08 percent,12,1,1,0,1,1
6.5 percent,11,1,1,0,1,1
2.2 percent,11,1,1,0,1,1
16 percent,10,1,0,0,1,1
1 percent,9,1,0,0,1,1
0.9%,4,0,1,1,0,0
9 percent,9,1,0,0,1,1
3.9 percent,11,1,1,0,1,1
23%,3,0,0,1,0,1
4.5%,4,0,1,1,0,0
5 percent,9,1,0,0,1,1
1.5 percent,11,1,1,0,1,1
around 60%,10,1,0,1,0,0
40 0.1%,7,1,1,1,0,0
80 percent,10,1,0,0,1,1
72%,3,0,0,1,0,1
About 40 percent,16,2,0,0,1,0
100%,4,0,0,1,0,1
14 percent,10,1,0,0,1,1
70%,3,0,0,1,0,1
nearly 50 percent,17,2,0,0,1,0
7.3 percent,11,1,1,0,1,1
0.5%,4,0,1,1,0,0
90 percent,10,1,0,0,1,1
0.6 percent,11,1,1,0,1,1
25%,3,0,0,1,0,1
4%,2,0,0,1,0,1
Sixty-five percent,18,1,0,0,1,0
25 percent,10,1,0,0,1,1
1.5%,4,0,1,1,0,0
1.6%,4,0,1,1,0,0
1.3%,4,0,1,1,0,0
5.76 percent,12,1,1,0,1,0
0.49 percent,12,1,1,0,1,1
0.2%,4,0,1,1,0,0
460%,4,0,0,1,0,0
one another 0.5%,16,2,1,1,0,0
579 percent,11,1,0,0,1,0
20%,3,0,0,1,0,1
1.00 percent,12,1,1,0,1,1
1.72%,5,0,1,1,0,1
0.1%,4,0,1,1,0,0
6%,2,0,0,1,0,1
24 percent,10,1,0,0,1,1
0.8%,4,0,1,1,0,0
330%,4,0,0,1,0,1
7.4%,4,0,1,1,0,0
2.2%,4,0,1,1,0,0
579%,4,0,0,1,0,1
4.2%,4,0,1,1,0,0
2.7%,4,0,1,1,0,0
30 percent,10,1,0,0,1,1
around 0.70%,12,1,1,1,0,0
1%,2,0,0,1,0,1
5.8%,4,0,1,1,0,0
10.4%,5,0,1,1,0,0
3.3%,4,0,1,1,0,0
15 percent,10,1,0,0,1,1
11.75%,6,0,1,1,0,0
75%,3,0,0,1,0,1
19.8%,5,0,1,1,0,0
91%,3,0,0,1,0,1
16.31 percent,13,1,1,0,1,0
4.31%,5,0,1,1,0,0
18%,3,0,0,1,0,1
0.94%,5,0,1,1,0,1
60%,3,0,0,1,0,1
12%,3,0,0,1,0,1
4.4 percent,11,1,1,0,1,1
68%,3,0,0,1,0,1
500 12%,7,1,0,1,0,0
200%,4,0,0,1,0,1
50%,3,0,0,1,0,1
7.8 percent,11,1,1,0,1,1
94 percent,10,1,0,0,1,1
3%,2,0,0,1,0,1
7%,2,0,0,1,0,1
4.7 percent,11,1,1,0,1,1
83 percent,10,1,0,0,1,1
2%,2,0,0,1,0,1
17 percent,10,1,0,0,1,1
4.74 percent,12,1,1,0,1,1
95%,3,0,0,1,0,1
2.4 percent,11,1,1,0,1,1
2.1%,4,0,1,1,0,0
1.1%,4,0,1,1,0,0
99 percent,10,1,0,0,1,1
2.8%,4,0,1,1,0,0
6 percent,9,1,0,0,1,1
2015 1%,7,1,0,1,0,0
0.9%,4,0,1,1,0,0
40%,3,0,0,1,0,1
9%,2,0,0,1,0,1
almost 5 percent,16,2,0,0,1,0
1.9%,4,0,1,1,0,0
100%,4,0,0,1,0,1
3.6 %,5,1,1,1,0,0
655%,4,0,0,1,0,0
nearly 1% Ore,13,2,0,1,0,0
0.5%,4,0,1,1,0,0
3.56 percent,12,1,1,0,1,1
3.4 percent,11,1,1,0,1,1
4.54 percent,12,1,1,0,1,1
nearly 30%,10,1,0,1,0,0
nearly 10%,10,1,0,1,0,0
0.7%,4,0,1,1,0,0
4%,2,0,0,1,0,1
62.8%,5,0,1,1,0,0
0.0%,4,0,1,1,0,0
100 percent,11,1,0,0,1,1
-0.84%,6,0,1,1,0,0
1.6 percent,11,1,1,0,1,1
2.241%,6,0,1,1,0,0
16%,3,0,0,1,0,1
7.4%,4,0,1,1,0,0
6.1%,4,0,1,1,0,0
35%,3,0,0,1,0,1
1.6%,4,0,1,1,0,0
16 percent,10,1,0,0,1,1
1.3%,4,0,1,1,0,0
23%,3,0,0,1,0,1
2.7%,4,0,1,1,0,0
50 percent,10,1,0,0,1,1
40%,3,0,0,1,0,1
30 percent,10,1,0,0,1,1
500 12%,7,1,0,1,0,0
1%,2,0,0,1,0,1
0.4%,4,0,1,1,0,0
10%,3,0,0,1,0,1
9%,2,0,0,1,0,1
5.8%,4,0,1,1,0,0
0.2%,4,0,1,1,0,0
0.6%,4,0,1,1,0,0
20 percent,10,1,0,0,1,1
nearly 8%,9,1,0,1,0,0
11.4%,5,0,1,1,0,0
1.9%,4,0,1,1,0,0
43%,3,0,0,1,0,1
100%,4,0,0,1,0,1
0%,2,0,0,1,0,1
Blazer 33%,10,1,0,1,0,0
1.8%,4,0,1,1,0,0
13%,3,0,0,1,0,1
3%,2,0,0,1,0,1
2%,2,0,0,1,0,1
almost 50%,10,1,0,1,0,0
1.4%,4,0,1,1,0,0
half 2%,7,1,0,1,0,0
0.19%,5,0,1,1,0,1
70%,3,0,0,1,0,1
2.5%,4,0,1,1,0,0
2.327%,6,0,1,1,0,0
2.3%,4,0,1,1,0,0
7 percent,9,1,0,0,1,1
1.2%,4,0,1,1,0,0
28%,3,0,0,1,0,1
11.5%,5,0,1,1,0,0
0.5%,4,0,1,1,0,0
58%,3,0,0,1,0,1
0.71%,5,0,1,1,0,0
20%,3,0,0,1,0,1
0.1%,4,0,1,1,0,0
5%,2,0,0,1,0,1
0.7%,4,0,1,1,0,0
6%,2,0,0,1,0,1
1.32%,5,0,1,1,0,1
60%,3,0,0,1,0,1
650%,4,0,0,1,0,1
0.25%,5,0,1,1,0,1
2.1%,4,0,1,1,0,0
8%,2,0,0,1,0,1
25%,3,0,0,1,0,1
4%,2,0,0,1,0,1
30%,3,0,0,1,0,1
+1.89%,6,0,1,1,0,0
roughly 90%,11,1,0,1,0,0
25 percent,10,1,0,0,1,1
around 4 percent,16,2,0,0,1,0
22%,3,0,0,1,0,1
20%-25%,7,0,0,1,0,0
9 percent,9,1,0,0,1,1
74 percent,10,1,0,0,1,1
50 percent,10,1,0,0,1,1
near-40%,8,0,0,1,0,0
47 percent,10,1,0,0,1,1
40%,3,0,0,1,0,1
14.7 percent,12,1,1,0,1,1
10%,3,0,0,1,0,1
9%,2,0,0,1,0,1
50%,3,0,0,1,0,1
1.9 percent,11,1,1,0,1,1
15 percent,10,1,0,0,1,1
negative-1.8 percent,20,1,1,0,1,0
Novemberfellnearly 40 percent,29,2,0,0,1,0
70 percent,10,1,0,0,1,1
much 50 percent,15,2,0,0,1,0
2%,2,0,0,1,0,1
80%,3,0,0,1,0,1
84 percent,10,1,0,0,1,1
93%,3,0,0,1,0,1
70%,3,0,0,1,0,1
another 50%,11,1,0,1,0,0
approximately 12%,17,1,0,1,0,0
13 percent,10,1,0,0,1,1
8.95%,5,0,1,1,0,0
10 percent,10,1,0,0,1,1
40 percent,10,1,0,0,1,1
11.2 percent,12,1,1,0,1,1
18%,3,0,0,1,0,1
3.4 percent,11,1,1,0,1,1
11.5%,5,0,1,1,0,0
6%,2,0,0,1,0,1
88%,3,0,0,1,0,1
17%,3,0,0,1,0,1
60-70%,6,0,0,1,0,1
3.4%,4,0,1,1,0,0
18.6 percent,12,1,1,0,1,1
1.5%,4,0,1,1,0,0
1.6 percent,11,1,1,0,1,1
54%,3,0,0,1,0,1
12%,3,0,0,1,0,1
35%,3,0,0,1,0,1
8.2 percent,11,1,1,0,1,1
1 percent,9,1,0,0,1,1
8 percent,9,1,0,0,1,1
39%,3,0,0,1,0,1
3.9 percent,11,1,1,0,1,1
1.2 percent,11,1,1,0,1,1
1%,2,0,0,1,0,1
60 percent,10,1,0,0,1,1
5.5 percent,11,1,1,0,1,1
0.2 percent,11,1,1,0,1,1
-6.5%,5,0,1,1,0,0
5 percent,9,1,0,0,1,1
almost 2.2%,11,1,1,1,0,0
50%,3,0,0,1,0,1
14.6%,5,0,1,1,0,0
36%,3,0,0,1,0,1
11.5 percent,12,1,1,0,1,1
0.3 percent,11,1,1,0,1,1
1.9 percent,11,1,1,0,1,1
4 percent,9,1,0,0,1,1
3.8 percent,11,1,1,0,1,1
0.8 percent,11,1,1,0,1,1
13.7%,5,0,1,1,0,0
0.7 percent,11,1,1,0,1,1
almost 2 percent,16,2,0,0,1,0
11.6 percent,12,1,1,0,1,1
3%,2,0,0,1,0,1
4.7 percent,11,1,1,0,1,1
1.4%,4,0,1,1,0,0
7%,2,0,0,1,0,1
2%,2,0,0,1,0,1
30 40 percent,13,2,0,0,1,0
3 percent,9,1,0,0,1,1
8.8 percent,11,1,1,0,1,1
4.6 percent,11,1,1,0,1,1
0.1 percent,11,1,1,0,1,1
17 percent,10,1,0,0,1,1
0.2 percentage points,21,2,1,0,1,0
2.32%,5,0,1,1,0,1
8.1 percent,11,1,1,0,1,1
7.3 percent,11,1,1,0,1,1
0.4 percent,11,1,1,0,1,1
around 0.5%,11,1,1,1,0,0
40 percent,10,1,0,0,1,1
10 percent,10,1,0,0,1,1
20%,3,0,0,1,0,1
2.15%,5,0,1,1,0,1
2.40%,5,0,1,1,0,1
6.6%,4,0,1,1,0,0
2.30%,5,0,1,1,0,1
0.6 percent,11,1,1,0,1,1
5%,2,0,0,1,0,1
0.1%,4,0,1,1,0,0
6.9 percent,11,1,1,0,1,1
46 percent,10,1,0,0,1,1
almost 3%,9,1,0,1,0,0
6%,2,0,0,1,0,1
0.5 percent,11,1,1,0,1,1
60%,3,0,0,1,0,1
24 percent,10,1,0,0,1,1
6.7 percent,11,1,1,0,1,1
8%,2,0,0,1,0,1
4%,2,0,0,1,0,1
22%,3,0,0,1,0,1
1.6%,4,0,1,1,0,0
37 percent,10,1,0,0,1,1
another 2.8%,12,1,1,1,0,0
0.2%,4,0,1,1,0,0
3.5%,4,0,1,1,0,0
8-10%,5,0,0,1,0,1
0%,2,0,0,1,0,1
nearly three percent,20,2,0,0,1,0
of453%,6,0,0,1,0,0
6.7%,4,0,1,1,0,0
2.5%,4,0,1,1,0,0
seven percent,13,1,0,0,1,1
3.8%,4,0,1,1,0,0
3.2%,4,0,1,1,0,0
approximately 8.5%,18,1,1,1,0,0
-0.69%,6,0,1,1,0,0
28%,3,0,0,1,0,1
20%,3,0,0,1,0,1
nearly 72%,10,1,0,1,0,0
19%,3,0,0,1,0,1
around 6%,9,1,0,1,0,0
3.45%,5,0,1,1,0,1
0.1%,4,0,1,1,0,0
5 7%,4,1,0,1,0,0
-0.59%,6,0,1,1,0,0
6%,2,0,0,1,0,1
-0.95%,6,0,1,1,0,0
55%,3,0,0,1,0,1
22 percent,10,1,0,0,1,1
48.6%,5,0,1,1,0,0
0.8%,4,0,1,1,0,0
2.25%,5,0,1,1,0,1
approximately 11%,17,1,0,1,0,0
3.5 percent,11,1,1,0,1,1
2.2%,4,0,1,1,0,0
96%,3,0,0,1,0,1
-0.17%,6,0,1,1,0,0
47%,3,0,0,1,0,1
1%,2,0,0,1,0,1
almost 30%,10,1,0,1,0,0
15%,3,0,0,1,0,1
3.3%,4,0,1,1,0,0
85%,3,0,0,1,0,1
About 41 percent,16,2,0,0,1,0
3.1%,4,0,1,1,0,0
around three percent,20,2,0,0,1,0
19.8%,5,0,1,1,0,0
1000%,5,0,0,1,0,1
another 2.82%,13,1,1,1,0,0
-0.33%,6,0,1,1,0,0
2.3 percent,11,1,1,0,1,1
10.55 percent,13,1,1,0,1,1
2.3%,4,0,1,1,0,0
4.1%,4,0,1,1,0,0
2.1 percent,11,1,1,0,1,1
two percent,11,1,0,0,1,1
9.1%,4,0,1,1,0,0
48.7%,5,0,1,1,0,0
9.58%,5,0,1,1,0,0
Almost 25%,10,1,0,1,0,0
7.5 percent,11,1,1,0,1,1
1.7%,4,0,1,1,0,0
2.9%,4,0,1,1,0,0
63%,3,0,0,1,0,1
453%,4,0,0,1,0,0
The remaining 4.5%,18,2,1,1,0,0
12%,3,0,0,1,0,1
0.18%,5,0,1,1,0,1
50%,3,0,0,1,0,1
36%,3,0,0,1,0,1
20 percent,10,1,0,0,1,1
-0.38%,6,0,1,1,0,0
1.7 percent,11,1,1,0,1,1
1.86 percent,12,1,1,0,1,1
56 percent,10,1,0,0,1,1
3%,2,0,0,1,0,1
2%,2,0,0,1,0,1
7%,2,0,0,1,0,1
0.08%,5,0,1,1,0,1
10 percent,10,1,0,0,1,1
14%,3,0,0,1,0,1
1.0%,4,0,1,1,0,0
around 2%,9,1,0,1,0,0
2.4 percent,11,1,1,0,1,1
30%,3,0,0,1,0,1
2.45%,5,0,1,1,0,0
2.8%,4,0,1,1,0,0
-0.25%,6,0,1,1,0,0
2.2 percent,11,1,1,0,1,1
35%,3,0,0,1,0,1
Nasdaq 1%,9,1,0,1,0,0
roughly 4%,10,1,0,1,0,0
16 percent,10,1,0,0,1,1
52%,3,0,0,1,0,1
23%,3,0,0,1,0,1
4.6%,4,0,1,1,0,0
40%,3,0,0,1,0,1
3.6%,4,0,1,1,0,0
10%,3,0,0,1,0,1
approximately 9.5%,18,1,1,1,0,0
4.5%,4,0,1,1,0,0
0.4%,4,0,1,1,0,0
5 percent,9,1,0,0,1,1
0.6%,4,0,1,1,0,0
around seven percent,20,2,0,0,1,0
66%,3,0,0,1,0,1
1.9%,4,0,1,1,0,0
10.5 percent,12,1,1,0,1,1
5.27%,5,0,1,1,0,0
4.44%,5,0,1,1,0,0
14 percent,10,1,0,0,1,1
eight percent,13,1,0,0,1,1
nearly 40%,10,1,0,1,0,0
33%,3,0,0,1,0,1
0.5%,4,0,1,1,0,0
around 40 percent,17,2,0,0,1,0
2.81%,5,0,1,1,0,1
Less 8%,7,1,0,1,0,0
4.7%,4,0,1,1,0,0
25%,3,0,0,1,0,1
4%,2,0,0,1,0,1
433%,4,0,0,1,0,0
31%,3,0,0,1,0,1
3.7%,4,0,1,1,0,0
1.5%,4,0,1,1,0,0
-1.12%,6,0,1,1,0,0
38%,3,0,0,1,0,1
7.2%,4,0,1,1,0,0
1.3%,4,0,1,1,0,0
206%,4,0,0,1,0,1
2.86%,5,0,1,1,0,1
48 percent,10,1,0,0,1,1
9.5%,4,0,1,1,0,0
4.2 percent,11,1,1,0,1,1
around 20%,10,1,0,1,0,0
0.2%,4,0,1,1,0,0
twenty-one percent,18,1,0,0,1,1
nineteen percent,16,1,0,0,1,0
3.5%,4,0,1,1,0,0
0.1pp 1.9%,10,1,1,1,0,0
almost 40%,10,1,0,1,0,0
39.47%,6,0,1,1,0,1
about 40%,9,1,0,1,0,0
roughly 15%,11,1,0,1,0,0
2.5%,4,0,1,1,0,0
11.25 percent,13,1,1,0,1,0
3.2%,4,0,1,1,0,0
1.2%,4,0,1,1,0,0
6.6%,4,0,1,1,0,0
20%,3,0,0,1,0,1
12.78%,6,0,1,1,0,1
Only 20%,8,1,0,1,0,0
5%,2,0,0,1,0,1
0.1%,4,0,1,1,0,0
6%,2,0,0,1,0,1
45%,3,0,0,1,0,1
one almost 30%,14,2,0,1,0,0
9.75%,5,0,1,1,0,1
around 15%,10,1,0,1,0,0
2.2%,4,0,1,1,0,0
4.2%,4,0,1,1,0,0
47%,3,0,0,1,0,1
3.6 percent,11,1,1,0,1,1
5.7 percent,11,1,1,0,1,1
1%,2,0,0,1,0,1
5.8%,4,0,1,1,0,0
15%,3,0,0,1,0,1
Forty-five percent,18,1,0,0,1,0
3.1%,4,0,1,1,0,0
11%,3,0,0,1,0,1
0.7 percent,11,1,1,0,1,1
1.8%,4,0,1,1,0,0
2.3%,4,0,1,1,0,0
Over 40%,8,1,0,1,0,0
-0.23%,6,0,1,1,0,0
1.4 percent,11,1,1,0,1,1
0.68%,5,0,1,1,0,1
9.1%,4,0,1,1,0,0
2.7 percent,11,1,1,0,1,1
52 percent,10,1,0,0,1,1
60%,3,0,0,1,0,1
2.9%,4,0,1,1,0,0
1.7%,4,0,1,1,0,0
8.67%,5,0,1,1,0,1
Aussie 1.7%,11,1,1,1,0,0
12%,3,0,0,1,0,1
5.43%,5,0,1,1,0,1
6.1%,4,0,1,1,0,0
2.184%,6,0,1,1,0,0
0.18%,5,0,1,1,0,1
2.0%,4,0,1,1,0,0
39%,3,0,0,1,0,1
30%-50%,7,0,0,1,0,0
50%,3,0,0,1,0,1
7.75%,5,0,1,1,0,1
20 percent,10,1,0,0,1,1
90%,3,0,0,1,0,1
-1.06%,6,0,1,1,0,0
-0.82%,6,0,1,1,0,0
3%,2,0,0,1,0,1
2%,2,0,0,1,0,1
5.4%,4,0,1,1,0,0
40 percent,10,1,0,0,1,1
14%,3,0,0,1,0,1
5.0 percent,11,1,1,0,1,1
8%,2,0,0,1,0,1
1.1%,4,0,1,1,0,0
30%,3,0,0,1,0,1
1.57%,5,0,1,1,0,1
1.6 percent,11,1,1,0,1,1
5.9 percent,11,1,1,0,1,1
6 100%,6,1,0,1,0,0
0.9%,4,0,1,1,0,0
4.25 percent,12,1,1,0,1,1
2.0 percent,11,1,1,0,1,1
10%,3,0,0,1,0,1
40%,3,0,0,1,0,1
3.0%,4,0,1,1,0,0
9%,2,0,0,1,0,1
1.5 percent,11,1,1,0,1,1
0.6%,4,0,1,1,0,0
100%,4,0,0,1,0,1
99%,3,0,0,1,0,1
11.2%,5,0,1,1,0,0
33%,3,0,0,1,0,1
7.3 percent,11,1,1,0,1,1
0.5%,4,0,1,1,0,0
0.7%,4,0,1,1,0,0
2.257%,6,0,1,1,0,0
25%,3,0,0,1,0,1
4%,2,0,0,1,0,1
2.34%,5,0,1,1,0,1
22%,3,0,0,1,0,1
1.5%,4,0,1,1,0,0
1.6%,4,0,1,1,0,0
92.2 percent,12,1,1,0,1,1
1.3%,4,0,1,1,0,0
48 percent,10,1,0,0,1,1
18 percent,10,1,0,0,1,1
37 percent,10,1,0,0,1,1
0.2%,4,0,1,1,0,0
0.65%,5,0,1,1,0,1
almost 50%,10,1,0,1,0,0
3 percent,9,1,0,0,1,1
2.5%,4,0,1,1,0,0
4.6 percent,11,1,1,0,1,1
0.1 percent,11,1,1,0,1,1
Only 4.6%,9,1,1,1,0,0
0.4 percent,11,1,1,0,1,1
250%,4,0,0,1,0,1
20%,3,0,0,1,0,1
6.6%,4,0,1,1,0,0
12.78%,6,0,1,1,0,1
5%,2,0,0,1,0,1
0.1%,4,0,1,1,0,0
comprise least 80 percent,25,3,0,0,1,0
54 percent,10,1,0,0,1,1
40 0.4%,7,1,1,1,0,0
17.71%,6,0,1,1,0,0
3.4%,4,0,1,1,0,0
3.24%,5,0,1,1,0,0
0.8%,4,0,1,1,0,0
16%,3,0,0,1,0,1
71 percent,10,1,0,0,1,1
2.16%,5,0,1,1,0,1
2.2%,4,0,1,1,0,0
4.2%,4,0,1,1,0,0
30 percent,10,1,0,0,1,1
47 percent,10,1,0,0,1,1
1%,2,0,0,1,0,1
15 percent,10,1,0,0,1,1
11%,3,0,0,1,0,1
1.8%,4,0,1,1,0,0
80%,3,0,0,1,0,1
low 25 percent,14,2,0,0,1,0
75 percent,10,1,0,0,1,1
6.25 percent,12,1,1,0,1,1
7 percent,9,1,0,0,1,1
2.1 percent,11,1,1,0,1,1
13.2 percent,12,1,1,0,1,1
60%,3,0,0,1,0,1
About 68 percent,16,2,0,0,1,0
1.7%,4,0,1,1,0,0
3540%,5,0,0,1,0,0
3-4%,4,0,0,1,0,1
around 5%,9,1,0,1,0,0
another 18 percent,18,2,0,0,1,0
35 percent,10,1,0,0,1,1
8.5%,4,0,1,1,0,0
50%,3,0,0,1,0,1
20 percent,10,1,0,0,1,1
90%,3,0,0,1,0,1
10.4 percent,12,1,1,0,1,1
21%,3,0,0,1,0,1
34 percent,10,1,0,0,1,1
7%,2,0,0,1,0,1
2%,2,0,0,1,0,1
1.4%,4,0,1,1,0,0
3%,2,0,0,1,0,1
5.4%,4,0,1,1,0,0
10 percent,10,1,0,0,1,1
40 percent,10,1,0,0,1,1
42 percent,10,1,0,0,1,1
10.1 percent,12,1,1,0,1,1
10-20%,6,0,0,1,0,1
0.3%,4,0,1,1,0,0
400%,4,0,0,1,0,1
95%,3,0,0,1,0,1
2.82%,5,0,1,1,0,1
1.3 percent,11,1,1,0,1,1
1.1%,4,0,1,1,0,0
5.3%,4,0,1,1,0,0
23 percent,10,1,0,0,1,1
99 percent,10,1,0,0,1,1
4.08 percent,12,1,1,0,1,1
6.5 percent,11,1,1,0,1,1
35%,3,0,0,1,0,1
7.58%,5,0,1,1,0,0
7 8%,4,1,0,1,0,0
7.3%,4,0,1,1,0,0
1 percent,9,1,0,0,1,1
0.9%,4,0,1,1,0,0
9 percent,9,1,0,0,1,1
74 percent,10,1,0,0,1,1
3.9 percent,11,1,1,0,1,1
10%,3,0,0,1,0,1
40%,3,0,0,1,0,1
9%,2,0,0,1,0,1
14.6%,5,0,1,1,0,0
1.9%,4,0,1,1,0,0
About 40 percent,16,2,0,0,1,0
100%,4,0,0,1,0,1
0.8 percent,11,1,1,0,1,1
13.7%,5,0,1,1,0,0
nearly 5%,9,1,0,1,0,0
51.5 percent,12,1,1,0,1,0
70%,3,0,0,1,0,1
7.3 percent,11,1,1,0,1,1
4.11 percent,12,1,1,0,1,1
90 percent,10,1,0,0,1,1
0.28 percent,12,1,1,0,1,1
4.7%,4,0,1,1,0,0
25%,3,0,0,1,0,1
4%,2,0,0,1,0,1
15.6%,5,0,1,1,0,0
31%,3,0,0,1,0,1
4%-6%,5,0,0,1,0,0
1.5%,4,0,1,1,0,0
9.5%,4,0,1,1,0,0
48 percent,10,1,0,0,1,1
60 percent,10,1,0,0,1,1
0.2%,4,0,1,1,0,0
another 0.49%,13,1,1,1,0,0
0.3 percent,11,1,1,0,1,1
1.9 percent,11,1,1,0,1,1
3.5%,4,0,1,1,0,0
0%,2,0,0,1,0,1
5.6%,4,0,1,1,0,0
51%,3,0,0,1,0,1
3 percent,9,1,0,0,1,1
2.90 percent,12,1,1,0,1,0
2.5%,4,0,1,1,0,0
27%,3,0,0,1,0,1
0.1 percent,11,1,1,0,1,1
61%,3,0,0,1,0,1
0.4 percent,11,1,1,0,1,1
250%,4,0,0,1,0,1
20%,3,0,0,1,0,1
12.78%,6,0,1,1,0,1
0.1%,4,0,1,1,0,0
65%,3,0,0,1,0,1
9.75%,5,0,1,1,0,1
0.8%,4,0,1,1,0,0
7.4%,4,0,1,1,0,0
"51,6%",5,0,0,1,0,1
2 percent,9,1,0,0,1,1
around 1.5 percent,18,2,1,0,1,0
10YY 2.15%,10,1,1,1,0,0
2.7%,4,0,1,1,0,0
50 percent,10,1,0,0,1,1
30 percent,10,1,0,0,1,1
1%,2,0,0,1,0,1
9.4%,4,0,1,1,0,0
3.75 percent,12,1,1,0,1,1
15%,3,0,0,1,0,1
19.6%,5,0,1,1,0,0
1.25 percent,12,1,1,0,1,1
8.4 percentage,14,1,1,0,1,0
0.7 percent,11,1,1,0,1,1
0.65 percent,12,1,1,0,1,1
nearly 200%,11,1,0,1,0,0
2.3 percent,11,1,1,0,1,1
75 percent,10,1,0,0,1,1
2.5 3%,6,1,1,1,0,0
9.1%,4,0,1,1,0,0
60%,3,0,0,1,0,1
0.90%,5,0,1,1,0,1
10.5%,5,0,1,1,0,0
2.4%,4,0,1,1,0,0
12%,3,0,0,1,0,1
4.4 percent,11,1,1,0,1,1
8 percent,9,1,0,0,1,1
another 10%,11,1,0,1,0,0
8.5%,4,0,1,1,0,0
50%,3,0,0,1,0,1
90%,3,0,0,1,0,1
2.60 percent,12,1,1,0,1,0
almost 9%,9,1,0,1,0,0
3%,2,0,0,1,0,1
2%,2,0,0,1,0,1
1.4%,4,0,1,1,0,0
10 percent,10,1,0,0,1,1
40 percent,10,1,0,0,1,1
58%,3,0,0,1,0,1
2.75%,5,0,1,1,0,1
0.3%,4,0,1,1,0,0
6.2%,4,0,1,1,0,0
2.1%,4,0,1,1,0,0
8%,2,0,0,1,0,1
30%,3,0,0,1,0,1
6.9%,4,0,1,1,0,0
-0.2%,5,0,1,1,0,0
23 percent,10,1,0,0,1,1
5.2%,4,0,1,1,0,0
0.21%,5,0,1,1,0,1
3.9%,4,0,1,1,0,0
45 percent,10,1,0,0,1,1
6.0%,4,0,1,1,0,0
1.35 percent,12,1,1,0,1,1
6 percent,9,1,0,0,1,1
35%,3,0,0,1,0,1
7.58%,5,0,1,1,0,0
1 percent,9,1,0,0,1,1
0.9%,4,0,1,1,0,0
0.51%,5,0,1,1,0,1
44 percent,10,1,0,0,1,1
14.8 percent,12,1,1,0,1,1
10%,3,0,0,1,0,1
40%,3,0,0,1,0,1
0.4%,4,0,1,1,0,0
3.00%,5,0,1,1,0,1
9%,2,0,0,1,0,1
1.5 percent,11,1,1,0,1,1
0.6%,4,0,1,1,0,0
1.9%,4,0,1,1,0,0
42%,3,0,0,1,0,1
1.25%,5,0,1,1,0,1
0.5%,4,0,1,1,0,0
around 40 percent,17,2,0,0,1,0
0.7%,4,0,1,1,0,0
0.54 percent,12,1,1,0,1,0
1.69 percent,12,1,1,0,1,1
4.7%,4,0,1,1,0,0
25%,3,0,0,1,0,1
4%,2,0,0,1,0,1
3.7%,4,0,1,1,0,0
1.5%,4,0,1,1,0,0
10YY 2.12%,10,1,1,1,0,0
7.2%,4,0,1,1,0,0
-1.28%,6,0,1,1,0,0
11.7%,5,0,1,1,0,0
6.5%,4,0,1,1,0,0
0.2%,4,0,1,1,0,0
lost least 20%,14,2,0,1,0,0
one another 0.5%,16,2,1,1,0,0
8-10%,5,0,0,1,0,1
107%,4,0,0,1,0,1
3 percent,9,1,0,0,1,1
2.5%,4,0,1,1,0,0
27%,3,0,0,1,0,1
-1.41%,6,0,1,1,0,0
1.2%,4,0,1,1,0,0
nearly 45%,10,1,0,1,0,0
2.74%,5,0,1,1,0,1
20%,3,0,0,1,0,1
"20,000%",7,0,0,1,0,0
-2.37%,6,0,1,1,0,0
0.1%,4,0,1,1,0,0
32.4%,5,0,1,1,0,0
6%,2,0,0,1,0,1
78%,3,0,0,1,0,1
0.623%,6,0,1,1,0,0
16.6%,5,0,1,1,0,0
0.8%,4,0,1,1,0,0
"6,000%",6,0,0,1,0,0
